ProteinName,UniProt ID,DiseaseName,UMLS concept ID
Sigma non-opioid intracellular receptor 1,Q99720,"Alcoholic Intoxication, Chronic",C0001973
Sodium channel protein type 11 subunit alpha,Q9UI33,"Alcoholic Intoxication, Chronic",C0001973
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,"Alcoholic Intoxication, Chronic",C0001973
Nuclear factor NF-kappa-B p105 subunit,P19838,"Alcoholic Intoxication, Chronic",C0001973
Small conductance calcium-activated potassium channel protein 3,Q9UGI6,"Alcoholic Intoxication, Chronic",C0001973
Amine oxidase [flavin-containing] A,P21397,"Alcoholic Intoxication, Chronic",C0001973
Amine oxidase [flavin-containing] B,P27338,"Alcoholic Intoxication, Chronic",C0001973
"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Q9Y233,"Alcoholic Intoxication, Chronic",C0001973
"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",P27815,"Alcoholic Intoxication, Chronic",C0001973
"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Q07343,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, NMDA 1",Q05586,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, NMDA 2A",Q12879,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, NMDA 2B",Q13224,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, NMDA 2C",Q14957,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 2A,P28223,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 2C,P28335,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 1A,P08908,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 1B,P28222,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 1E,P28566,"Alcoholic Intoxication, Chronic",C0001973
Neurexin-1,Q9ULB1,"Alcoholic Intoxication, Chronic",C0001973
Alpha-ketoglutarate-dependent dioxygenase FTO,Q9C0B1,"Alcoholic Intoxication, Chronic",C0001973
Dihydropyrimidinase-related protein 2,Q16555,"Alcoholic Intoxication, Chronic",C0001973
Protocadherin-19,Q8TAB3,"Alcoholic Intoxication, Chronic",C0001973
Interleukin-17A,Q16552,"Alcoholic Intoxication, Chronic",C0001973
Orexin receptor type 1,O43613,"Alcoholic Intoxication, Chronic",C0001973
Corticotropin-releasing factor receptor 1,P34998,"Alcoholic Intoxication, Chronic",C0001973
Corticotropin-releasing factor receptor 1,P34998,"Alcoholic Intoxication, Chronic",C0001973
Interleukin-12 subunit beta,P29460,"Alcoholic Intoxication, Chronic",C0001973
Histone deacetylase 2,Q92769,"Alcoholic Intoxication, Chronic",C0001973
Histone deacetylase 6,Q9UBN7,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit alpha-1,P14867,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit alpha-2,P47869,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit alpha-5,P31644,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit gamma-1,Q8N1C3,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit gamma-2,P18507,"Alcoholic Intoxication, Chronic",C0001973
Gamma-aminobutyric acid receptor subunit gamma-3,Q99928,"Alcoholic Intoxication, Chronic",C0001973
Nucleobindin-2,P80303,"Alcoholic Intoxication, Chronic",C0001973
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,"Alcoholic Intoxication, Chronic",C0001973
Receptor of activated protein C kinase 1,P63244,"Alcoholic Intoxication, Chronic",C0001973
Huntingtin,P42858,"Alcoholic Intoxication, Chronic",C0001973
Taste receptor type 2 member 16,Q9NYV7,"Alcoholic Intoxication, Chronic",C0001973
Filamin-A,P21333,"Alcoholic Intoxication, Chronic",C0001973
"HLA class I histocompatibility antigen, B-27 alpha chain",P01889,"Alcoholic Intoxication, Chronic",C0001973
D(1A) dopamine receptor,P21728,"Alcoholic Intoxication, Chronic",C0001973
D(2) dopamine receptor,P14416,"Alcoholic Intoxication, Chronic",C0001973
D(3) dopamine receptor,P35462,"Alcoholic Intoxication, Chronic",C0001973
D(4) dopamine receptor,P21917,"Alcoholic Intoxication, Chronic",C0001973
Ankyrin repeat and protein kinase domain-containing protein 1,Q8NFD2,"Alcoholic Intoxication, Chronic",C0001973
Ephrin type-A receptor 8,P29322,"Alcoholic Intoxication, Chronic",C0001973
Mitogen-activated protein kinase kinase kinase 4,Q9Y6R4,"Alcoholic Intoxication, Chronic",C0001973
Serine/threonine-protein kinase MARK1,Q9P0L2,"Alcoholic Intoxication, Chronic",C0001973
Nuclear factor NF-kappa-B p105 subunit,P19838,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 3B,O95264,"Alcoholic Intoxication, Chronic",C0001973
Melanocortin receptor 4,P32245,"Alcoholic Intoxication, Chronic",C0001973
Sodium channel protein type 11 subunit alpha,Q9UI33,"Alcoholic Intoxication, Chronic",C0001973
Voltage-dependent L-type calcium channel subunit alpha-1C,Q13936,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, kainate 1",P39086,"Alcoholic Intoxication, Chronic",C0001973
"Glutamate receptor ionotropic, kainate 3",Q13003,"Alcoholic Intoxication, Chronic",C0001973
Thyroid hormone receptor alpha,P10827,"Alcoholic Intoxication, Chronic",C0001973
Mitogen-activated protein kinase 8,P45983,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 3A,P46098,"Alcoholic Intoxication, Chronic",C0001973
5-hydroxytryptamine receptor 3B,O95264,"Alcoholic Intoxication, Chronic",C0001973
Mitogen-activated protein kinase 8,P45983,"Alcoholic Intoxication, Chronic",C0001973
Haptoglobin,P00738,"Alcoholic Intoxication, Chronic",C0001973
Cholecystokinin,P06307,"Alcoholic Intoxication, Chronic",C0001973
Neuronal acetylcholine receptor subunit alpha-3,P32297,"Alcoholic Intoxication, Chronic",C0001973
Neuronal acetylcholine receptor subunit alpha-4,P43681,"Alcoholic Intoxication, Chronic",C0001973
Neuronal acetylcholine receptor subunit alpha-5,P30532,"Alcoholic Intoxication, Chronic",C0001973
Neuronal acetylcholine receptor subunit beta-3,Q05901,"Alcoholic Intoxication, Chronic",C0001973
Neuronal acetylcholine receptor subunit beta-4,P30926,"Alcoholic Intoxication, Chronic",C0001973
"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",P27815,"Alcoholic Intoxication, Chronic",C0001973
"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Q07343,"Alcoholic Intoxication, Chronic",C0001973
Glutathione S-transferase Mu 1,P09488,"Alcoholic Intoxication, Chronic",C0001973
Glutathione S-transferase theta-1,P30711,"Alcoholic Intoxication, Chronic",C0001973
Hematopoietic prostaglandin D synthase,O60760,"Alcoholic Intoxication, Chronic",C0001973
Collagen alpha-1(I) chain,P02452,Alopecia,C0002170
Muscarinic acetylcholine receptor M3,P20309,Alopecia,C0002170
3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,P14060,Alopecia,C0002170
"Acetyl-CoA acetyltransferase, mitochondrial",P24752,Alopecia,C0002170
Sterol O-acyltransferase 1,P35610,Alopecia,C0002170
Androgen receptor,P10275,Alopecia,C0002170
Toll-like receptor 7,Q9NYK1,Alopecia,C0002170
Histo-blood group ABO system transferase,P16442,Alopecia,C0002170
Peroxisome proliferator-activated receptor gamma,P37231,Alopecia,C0002170
Angiotensin-converting enzyme,P12821,Alopecia,C0002170
Apoptosis regulator Bcl-2,P10415,Alopecia,C0002170
Prostaglandin G/H synthase 2,P35354,Alopecia,C0002170
"Nitric oxide synthase, endothelial",P29474,Alopecia,C0002170
Retinol-binding protein 1,P09455,Alopecia,C0002170
Arachidonate 15-lipoxygenase,P16050,Alopecia,C0002170
Thymidylate synthase,P04818,Alopecia,C0002170
Corticosteroid 11-beta-dehydrogenase isozyme 1,P28845,Alopecia,C0002170
"Serine hydroxymethyltransferase, cytosolic",P34896,Alopecia,C0002170
Ornithine decarboxylase,P11926,Alopecia,C0002170
"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",O15528,Alopecia,C0002170
Low-density lipoprotein receptor,P01130,Alopecia,C0002170
Receptor tyrosine-protein kinase erbB-2,P04626,Alopecia,C0002170
Endothelin-1 receptor,P25101,Alopecia,C0002170
Serum albumin,P02768,Alopecia,C0002170
3-oxo-5-alpha-steroid 4-dehydrogenase 1,P18405,Alopecia,C0002170
Progesterone receptor,P06401,Alopecia,C0002170
3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213,Alopecia,C0002170
Tyrosine 3-monooxygenase,P07101,Alopecia,C0002170
Choline-phosphate cytidylyltransferase A,P49585,Alopecia,C0002170
"Troponin I, cardiac muscle",P19429,Alopecia,C0002170
Interleukin-2 receptor subunit alpha,P01589,Alopecia,C0002170
Alanine aminotransferase 1,P24298,Alopecia,C0002170
Mineralocorticoid receptor,P08235,Alopecia,C0002170
Sex hormone-binding globulin,P04278,Alopecia,C0002170
Tumor necrosis factor,P01375,Alopecia,C0002170
Epidermal growth factor receptor,P00533,Alopecia,C0002170
Vitamin D3 receptor,P11473,Alopecia,C0002170
Adrenocorticotropic hormone receptor,Q01718,Alopecia,C0002170
C-reactive protein,P02741,Alopecia,C0002170
Histone deacetylase 9,Q9UKV0,Alopecia,C0002170
Cytotoxic T-lymphocyte protein 4,P16410,Alopecia,C0002170
Interleukin-6,P05231,Alopecia,C0002170
Cathepsin B,P07858,Alopecia,C0002170
Interferon gamma,P01579,Alopecia,C0002170
Pro-epidermal growth factor,P01133,Alopecia,C0002170
Eukaryotic translation initiation factor 4E,P06730,Alopecia,C0002170
Transforming growth factor beta-1,P01137,Alopecia,C0002170
Catenin beta-1,P35222,Alopecia,C0002170
Thiopurine S-methyltransferase,P51580,Alopecia,C0002170
Peptidyl-prolyl cis-trans isomerase A,P62937,Alopecia,C0002170
Corticoliberin,P06850,Alopecia,C0002170
Interleukin-2,P60568,Alopecia,C0002170
C-C motif chemokine 2,P13500,Alopecia,C0002170
Interleukin-1 beta,P01584,Alopecia,C0002170
Glycogen synthase kinase-3 beta,P49841,Alopecia,C0002170
Canalicular multispecific organic anion transporter 1,Q92887,Alopecia,C0002170
GTPase HRas,P01112,Alopecia,C0002170
Intercellular adhesion molecule 1,P05362,Alopecia,C0002170
Major prion protein,P04156,Alopecia,C0002170
Ceruloplasmin,P00450,Alopecia,C0002170
Caspase-3,P42574,Alopecia,C0002170
Hematopoietic prostaglandin D synthase,O60760,Alopecia,C0002170
Toll-like receptor 9,Q9NR96,Alopecia,C0002170
Transforming protein RhoA,P61586,Alopecia,C0002170
Lanosterol synthase,P48449,Alopecia,C0002170
Poly [ADP-ribose] polymerase 1,P09874,Alopecia,C0002170
Macrophage migration inhibitory factor,P14174,Alopecia,C0002170
Interferon-stimulated gene 20 kDa protein,Q96AZ6,Alopecia,C0002170
Peroxiredoxin-2,P32119,Alopecia,C0002170
Aromatase,P11511,Alopecia,C0002170
Methylenetetrahydrofolate reductase,P42898,Alopecia,C0002170
Peptidyl-glycine alpha-amidating monooxygenase,P19021,Alopecia,C0002170
Xanthine dehydrogenase/oxidase,P47989,Alopecia,C0002170
Fatty acid desaturase 2,O95864,Alopecia,C0002170
"Tryptophan--tRNA ligase, mitochondrial",Q9UGM6,Alopecia,C0002170
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Alopecia,C0002170
Nuclear factor NF-kappa-B p100 subunit,Q00653,Alopecia,C0002170
Superoxide dismutase [Cu-Zn],P00441,Alopecia,C0002170
DNA-(apurinic or apyrimidinic site) lyase,P27695,Alopecia,C0002170
"HLA class II histocompatibility antigen, DRB1-15 beta chain",P01911,Alopecia,C0002170
Interleukin-10,P22301,Alopecia,C0002170
Histone-lysine N-methyltransferase SETD7,Q8WTS6,Alopecia,C0002170
C-terminal-binding protein 1,Q13363,Alopecia,C0002170
Parathyroid hormone,P01270,Alopecia,C0002170
Cellular tumor antigen p53,P04637,Alopecia,C0002170
Cytochrome c oxidase subunit 2,P00403,Alopecia,C0002170
Baculoviral IAP repeat-containing protein 5,O15392,Alopecia,C0002170
Interleukin-23 subunit alpha,Q9NPF7,Alopecia,C0002170
Transient receptor potential cation channel subfamily V member 3,Q8NET8,Alopecia,C0002170
Insulin-like growth factor I,P05019,Alopecia,C0002170
cAMP-dependent protein kinase type I-alpha regulatory subunit,P10644,Alopecia,C0002170
Programmed cell death 1 ligand 1,Q9NZQ7,Alopecia,C0002170
Microtubule-associated protein tau,P10636,Alopecia,C0002170
Leukotriene B4 receptor 1,Q15722,Alopecia,C0002170
Interleukin-4,P05112,Alopecia,C0002170
Aryl hydrocarbon receptor,P35869,Alopecia,C0002170
Tyrosine-protein kinase JAK1,P23458,Alopecia,C0002170
"HLA class II histocompatibility antigen, DQ beta 1 chain",P01920,Alopecia,C0002170
"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",P51178,Alopecia,C0002170
Vesicle-fusing ATPase,P46459,Alopecia,C0002170
Cathelicidin antimicrobial peptide,P49913,Alopecia,C0002170
Nuclear receptor ROR-alpha,P35398,Alopecia,C0002170
Interleukin-1 alpha,P01583,Alopecia,C0002170
Interleukin-1 receptor antagonist protein,P18510,Alopecia,C0002170
"HLA class II histocompatibility antigen, DRB1-15 beta chain",P01911,Alopecia,C0002170
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Q15125,Alopecia,C0002170
3-oxo-5-alpha-steroid 4-dehydrogenase 1,P18405,Alopecia,C0002170
3-oxo-5-alpha-steroid 4-dehydrogenase 2,P31213,Alopecia,C0002170
Muscarinic acetylcholine receptor M3,P20309,Alopecia,C0002170
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Alopecia,C0002170
Nuclear factor NF-kappa-B p100 subunit,Q00653,Alopecia,C0002170
Interleukin-17A,Q16552,Alopecia,C0002170
Interleukin-23 subunit alpha,Q9NPF7,Alopecia,C0002170
Histone deacetylase 9,Q9UKV0,Alopecia,C0002170
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Alopecia,C0002170
Prostate-specific antigen,P07288,Alopecia,C0002170
Alternative prion protein,F7VJQ1,Alopecia,C0002170
Alpha-2-HS-glycoprotein,P02765,Alopecia,C0002170
C4b-binding protein alpha chain,P04003,Alopecia,C0002170
Insulin-like growth factor-binding protein complex acid labile subunit,P35858,Alopecia,C0002170
Desmoplakin,P15924,Alopecia,C0002170
Ras GTPase-activating-like protein IQGAP1,P46940,Alopecia,C0002170
Serine/threonine-protein kinase PAK 1,Q13153,Alopecia,C0002170
Serine/threonine-protein kinase PLK3,Q9H4B4,Alopecia,C0002170
Serine/threonine-protein kinase D1,Q15139,Alopecia,C0002170
Serine/threonine-protein kinase Sgk3,Q96BR1,Alopecia,C0002170
Nuclear factor NF-kappa-B p100 subunit,Q00653,Alopecia,C0002170
Melanocortin receptor 4,P32245,Alopecia,C0002170
Voltage-dependent L-type calcium channel subunit beta-4,O00305,Alopecia,C0002170
Dystrophin,P11532,Alopecia,C0002170
Lysophosphatidic acid receptor 6,P43657,Alopecia,C0002170
Prostaglandin-H2 D-isomerase,P41222,Alopecia,C0002170
V-type proton ATPase 116 kDa subunit a isoform 2,Q9Y487,Alopecia,C0002170
Caspase-9,P55211,Alopecia,C0002170
Hematopoietic prostaglandin D synthase,O60760,Alopecia,C0002170
Angiopoietin-2,O15123,Alopecia,C0002170
Histidine decarboxylase,P19113,Alzheimer's Disease,C0002395
"Glutaminase liver isoform, mitochondrial",Q9UI32,Alzheimer's Disease,C0002395
Coagulation factor XIII A chain,P00488,Alzheimer's Disease,C0002395
"Nitric oxide synthase, inducible",P35228,Alzheimer's Disease,C0002395
Adenosine receptor A1,P30542,Alzheimer's Disease,C0002395
Tyrosine-protein kinase ABL1,P00519,Alzheimer's Disease,C0002395
Prostaglandin G/H synthase 1,P23219,Alzheimer's Disease,C0002395
D(1A) dopamine receptor,P21728,Alzheimer's Disease,C0002395
Vascular endothelial growth factor receptor 3,P35916,Alzheimer's Disease,C0002395
Vascular endothelial growth factor receptor 1,P17948,Alzheimer's Disease,C0002395
Cystine/glutamate transporter,Q9UPY5,Alzheimer's Disease,C0002395
Insulin receptor,P06213,Alzheimer's Disease,C0002395
Cystinosin,O60931,Alzheimer's Disease,C0002395
RAF proto-oncogene serine/threonine-protein kinase,P04049,Alzheimer's Disease,C0002395
Transketolase,P29401,Alzheimer's Disease,C0002395
Muscarinic acetylcholine receptor M3,P20309,Alzheimer's Disease,C0002395
Prothrombin,P00734,Alzheimer's Disease,C0002395
Delta-aminolevulinic acid dehydratase,P13716,Alzheimer's Disease,C0002395
Matrix metalloproteinase-9,P14780,Alzheimer's Disease,C0002395
Cannabinoid receptor 1,P21554,Alzheimer's Disease,C0002395
Type-1 angiotensin II receptor,P30556,Alzheimer's Disease,C0002395
Prostaglandin E2 receptor EP1 subtype,P34995,Alzheimer's Disease,C0002395
B-lymphocyte antigen CD20,P11836,Alzheimer's Disease,C0002395
"Nitric oxide synthase, brain",P29475,Alzheimer's Disease,C0002395
"Acetyl-CoA acetyltransferase, mitochondrial",P24752,Alzheimer's Disease,C0002395
Peroxisome proliferator-activated receptor alpha,Q07869,Alzheimer's Disease,C0002395
Nuclear receptor subfamily 0 group B member 1,P51843,Alzheimer's Disease,C0002395
Growth hormone receptor,P10912,Alzheimer's Disease,C0002395
Tryptophan 5-hydroxylase 2,Q8IWU9,Alzheimer's Disease,C0002395
Creatine kinase B-type,P12277,Alzheimer's Disease,C0002395
5-hydroxytryptamine receptor 4,Q13639,Alzheimer's Disease,C0002395
Pyruvate kinase PKM,P14618,Alzheimer's Disease,C0002395
Muscarinic acetylcholine receptor M1,P11229,Alzheimer's Disease,C0002395
Cannabinoid receptor 2,P34972,Alzheimer's Disease,C0002395
S-adenosylmethionine decarboxylase proenzyme,P17707,Alzheimer's Disease,C0002395
Sterol O-acyltransferase 1,P35610,Alzheimer's Disease,C0002395
Solute carrier family 22 member 5,O76082,Alzheimer's Disease,C0002395
N-acylglucosamine 2-epimerase,P51606,Alzheimer's Disease,C0002395
P2Y purinoceptor 12,Q9H244,Alzheimer's Disease,C0002395
DNA polymerase beta,P06746,Alzheimer's Disease,C0002395
Adenine phosphoribosyltransferase,P07741,Alzheimer's Disease,C0002395
Synaptic vesicular amine transporter,Q05940,Alzheimer's Disease,C0002395
ATP-binding cassette sub-family A member 1,O95477,Alzheimer's Disease,C0002395
Tryptophan 5-hydroxylase 1,P17752,Alzheimer's Disease,C0002395
Estrogen receptor,P03372,Alzheimer's Disease,C0002395
Androgen receptor,P10275,Alzheimer's Disease,C0002395
"Aldehyde dehydrogenase, mitochondrial",P05091,Alzheimer's Disease,C0002395
Lutropin-choriogonadotropic hormone receptor,P22888,Alzheimer's Disease,C0002395
Alpha-aminoadipic semialdehyde dehydrogenase,P49419,Alzheimer's Disease,C0002395
Dopamine beta-hydroxylase,P09172,Alzheimer's Disease,C0002395
Sodium channel protein type 1 subunit alpha,P35498,Alzheimer's Disease,C0002395
Sigma non-opioid intracellular receptor 1,Q99720,Alzheimer's Disease,C0002395
Thiamin pyrophosphokinase 1,Q9H3S4,Alzheimer's Disease,C0002395
"2-oxoglutarate dehydrogenase, mitochondrial",Q02218,Alzheimer's Disease,C0002395
Vascular endothelial growth factor A,P15692,Alzheimer's Disease,C0002395
